iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AFG,Africa,Afghanistan,2020-05-28,5750,121,619.571,1438.0,7.0,24.0,2.749,58.378,10.334,38.044,1.39,0.0,,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,54.422,29.1,6.211,3.857,13913.839,1.1,304.195,10.08,7.1,51.2,83.741,1.9,64.83,0.754
AND,Asia,Afghanistan,2020-11-22,61381,565,295.0,1136.0,16.0,7.286,77.125,3.193,4.206,238.029,0.695,0.293,1.45,,,,,,,,,,,,,,,,,,,,,,,81.48,2877800,104.871,38.0,2.581,1.337,13913.839,0.5,304.195,6.73,,30.4,,2.89,64.83,0.498
DZA,Asia,Andorra,2020-03-16,53984,58,394.0,348.0,8.0,1.857,4.17,261.311,4.206,174.439,1.042,5.063,1.06,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,54.422,29.1,13.188,1.337,11803.431,1.1,278.364,6.73,0.7,,37.746,1.9,76.88,0.754
ALB,Asia,Algeria,2020-04-05,277,64,144.571,31.0,1.0,1.571,1009.162,11.288,1.519,38.866,0.182,0.04,0.87,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341,17.348,,2.581,3.857,13913.839,,304.195,6.73,7.1,51.2,83.741,2.89,78.57,0.754
AND,Asia,Albania,2020-09-02,93933,238,86.0,1.0,2.0,0.286,922.67,54.903,3.759,30.926,0.068,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,71.3,2877800,54.422,18.6,2.581,1.337,11803.431,0.5,304.195,10.08,0.7,30.4,,0.5,64.83,0.754
ALB,Asia,Afghanistan,2020-07-04,8697,15,80.0,411.0,14.0,8.143,0.128,10.695,18.851,,0.16,1.737,0.81,,,,,,,,,,,,,,,,,,,,,,,16.67,38928341,104.871,38.0,13.188,8.643,11803.431,,109.135,6.73,,30.4,83.741,1.9,78.57,0.754
ALB,Asia,Andorra,2020-04-11,8857,802,9.0,1620.0,9.0,5.714,1105.493,0.0,4.895,28.756,0.0,0.308,0.84,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,17.348,29.1,13.188,3.857,13913.839,1.1,278.364,6.73,7.1,,83.741,1.9,76.88,0.498
AND,Europe,Algeria,2020-11-13,10102,119,114.429,1827.0,2.0,9.143,18257.697,2.338,9.391,35.707,0.0,0.446,2.19,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043,17.348,18.6,2.581,1.337,13913.839,0.5,278.364,10.08,7.1,30.4,83.741,1.9,78.57,0.754
AND,Asia,Algeria,2020-03-24,89,45,56.571,1801.0,,9.857,239.082,41.699,51.676,64.012,0.251,0.0,1.6,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,17.348,18.6,2.581,3.857,13913.839,1.1,597.029,10.08,0.7,51.2,37.746,2.89,76.88,0.498
AND,Europe,Albania,2020-11-04,39170,68,0.429,1679.0,15.0,0.286,151.171,0.0,145.746,38.609,0.182,3.177,1.28,,,,,,,,,,,,,,,,,,,,,,,71.3,2877800,17.348,18.6,13.188,8.643,13913.839,,597.029,10.08,0.7,,83.741,0.5,78.57,0.498
ALB,Asia,Albania,2020-10-30,15399,259,585.0,889.0,4.0,4.0,1240.878,10.772,159.249,343.665,0.051,0.378,1.41,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,17.348,29.1,13.188,1.337,,1.1,304.195,9.59,0.7,51.2,83.741,2.89,78.57,0.754
AND,Asia,Andorra,2020-03-05,39254,953,580.286,2288.0,10.0,4.429,0.026,16.903,3.387,25.585,0.206,0.066,,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,17.348,29.1,6.211,3.857,11803.431,1.1,597.029,10.08,0.7,30.4,,1.9,76.88,0.785
ALB,Europe,Albania,2020-04-11,10050,159,15.571,20.0,5.0,4.857,30.235,45.521,4.092,10.772,0.0,0.049,1.09,,,,,,,,,,,,,,,,,,,,,,,75.0,2877800,17.348,38.0,6.211,8.643,13913.839,,304.195,6.73,,,,1.9,78.57,0.754
ALB,Africa,Andorra,2020-06-13,49621,119,169.857,1398.0,4.0,1.714,0.023,1.413,155.724,15.289,0.068,0.18,0.82,,,,,,,,,,,,,,,,,,,,,,,50.93,43851043,17.348,29.1,13.188,8.643,13913.839,,278.364,6.73,0.7,,,0.5,78.57,0.754
AND,Asia,Afghanistan,2020-04-29,13518,60,125.143,1510.0,20.0,7.429,992.619,4.994,38.919,2.723,0.077,0.137,1.02,,,,,,,,,,,,,,,,,,,,,,,0.0,38928341,17.348,38.0,13.188,8.643,1803.987,,597.029,6.73,,51.2,,0.5,78.57,0.785
AND,Africa,Algeria,2020-04-02,14117,18,557.714,1411.0,17.0,5.0,0.051,0.0,2.554,0.347,1.182,0.316,0.48,,,,,,,,,,,,,,,,,,,,,,,48.15,43851043,104.871,18.6,6.211,1.337,11803.431,0.5,304.195,10.08,7.1,51.2,83.741,0.5,78.57,0.754
ALB,Asia,Albania,2020-03-09,54827,580,248.714,1223.0,5.0,8.143,1323.612,305.442,5.174,,1.042,0.378,1.63,,,,,,,,,,,,,,,,,,,,,,,85.19,38928341,54.422,29.1,2.581,1.337,,,278.364,9.59,0.7,30.4,37.746,2.89,76.88,0.754
AFG,Asia,Andorra,2020-07-29,1,125,187.143,1435.0,5.0,4.714,1323.612,4.059,4.043,0.026,0.0,0.455,1.24,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,17.348,29.1,13.188,3.857,1803.987,0.5,304.195,10.08,7.1,30.4,37.746,1.9,76.88,0.754
AND,Africa,Andorra,2021-01-02,368,282,101.286,219.0,8.0,,4195.219,3.494,5.505,55.204,,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341,17.348,18.6,6.211,1.337,13913.839,,278.364,9.59,,30.4,,2.89,64.83,0.754
DZA,Asia,Albania,2020-05-13,18858,152,56.429,1438.0,4.0,,2362.794,196.331,1.453,59.816,0.231,1.34,1.05,,,,,,,,,,,,,,,,,,,,,,,86.57,38928341,54.422,29.1,6.211,3.857,13913.839,1.1,597.029,9.59,7.1,,,0.5,78.57,0.785
ALB,Asia,Andorra,2020-09-01,377,287,43.0,1421.0,4.0,7.714,4.17,6.955,48.549,58.927,0.0,0.389,0.71,,,,,,,,,,,,,,,,,,,,,,,16.67,2877800,17.348,38.0,6.211,1.337,11803.431,,304.195,9.59,,51.2,37.746,2.89,64.83,0.498
DZA,Europe,Afghanistan,2020-07-05,11504,40,58.0,33.0,2.0,0.0,0.283,10.49,4.297,15.53,0.023,0.16,0.94,,,,,,,,,,,,,,,,,,,,,,,74.07,2877800,54.422,38.0,2.581,3.857,1803.987,0.5,304.195,6.73,0.7,51.2,,2.89,78.57,0.498
DZA,Asia,Albania,2020-07-30,38815,494,586.857,1822.0,10.0,3.286,581.149,12.634,13.797,12.51,2.78,0.334,0.83,,,,,,,,,,,,,,,,,,,,,,,25.0,43851043,54.422,29.1,6.211,1.337,,,304.195,10.08,7.1,,,2.89,64.83,0.785
DZA,Asia,Albania,2020-03-27,12,53,94.857,1111.0,6.0,19.714,222.897,24.811,20.019,9.035,0.091,0.352,0.98,,,,,,,,,,,,,,,,,,,,,,,75.0,43851043,54.422,38.0,13.188,1.337,13913.839,0.5,597.029,9.59,,,,0.5,76.88,0.754
DZA,Asia,Albania,2020-10-15,36204,84,107.286,1491.0,6.0,7.857,324.206,0.051,6.602,37.376,0.182,0.15,0.92,,,,,,,,,,,,,,,,,,,,,,,0.0,43851043,104.871,38.0,13.188,,1803.987,,278.364,9.59,7.1,51.2,83.741,2.89,64.83,0.498
AND,Asia,Andorra,2020-07-05,44436,125,159.429,1111.0,4.0,8.286,268.608,2.394,2.69,57.901,0.182,0.347,1.0,,,,,,,,,,,,,,,,,,,,,,,62.96,43851043,54.422,29.1,13.188,8.643,13913.839,,278.364,10.08,7.1,30.4,37.746,2.89,64.83,0.754
DZA,Asia,Albania,2020-03-20,35605,70,17.286,275.0,12.0,4.0,1804.062,173.396,46.017,5.626,0.0,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,104.871,29.1,6.211,,13913.839,,597.029,10.08,7.1,,37.746,1.9,78.57,0.498
AND,Asia,Afghanistan,2020-09-20,51530,953,268.143,31.0,22.0,0.0,504.756,1.952,7.198,147.335,0.077,0.026,1.19,,,,,,,,,,,,,,,,,,,,,,,54.63,43851043,54.422,38.0,,8.643,13913.839,,597.029,9.59,0.7,30.4,83.741,0.5,78.57,0.785
DZA,Europe,Andorra,2021-01-07,35918,587,453.143,623.0,0.0,5.0,857.319,2.896,222.045,21.09,1.042,2.333,,,,,,,,,,,,,,,,,,,,,,,,0.0,43851043,104.871,29.1,2.581,3.857,1803.987,,597.029,7.97,,,,0.5,78.57,0.498
ALB,Asia,Afghanistan,2020-12-15,51,378,224.571,2191.0,6.0,6.714,830.089,1.39,2.408,133.435,0.182,0.503,1.26,,,,,,,,,,,,,,,,,,,,,,,85.19,2877800,104.871,18.6,6.211,8.643,13913.839,1.1,597.029,9.59,0.7,,,2.89,76.88,0.754
DZA,Asia,Andorra,2020-07-03,8677,66,197.429,1518.0,1.0,17.571,9107.999,4.17,5.709,,0.154,5.063,1.01,,,,,,,,,,,,,,,,,,,,,,,65.74,77265,104.871,18.6,13.188,1.337,13913.839,0.5,304.195,9.59,7.1,51.2,,0.5,78.57,0.858
ALB,Asia,Andorra,2021-01-15,63033,59,623.143,254.0,29.0,16.143,415.943,1.49,0.0,40.587,0.0,0.844,1.03,,,,,,,,,,,,,,,,,,,,,,,62.96,38928341,54.422,18.6,13.188,8.643,11803.431,,304.195,6.73,,,83.741,,64.83,0.785
ALB,Asia,Afghanistan,2020-10-19,51350,144,213.286,157.0,30.0,7.571,1.688,0.257,11.888,11.12,,0.459,0.73,,,,,,,,,,,,,,,,,,,,,,,54.63,43851043,104.871,29.1,2.581,8.643,11803.431,1.1,278.364,6.73,7.1,30.4,,1.9,76.88,0.498
DZA,Europe,Albania,2020-06-02,10698,171,433.857,4.0,11.0,0.286,84.44,5.369,7.637,53.513,0.137,5.312,1.27,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,54.422,38.0,13.188,,13913.839,0.5,597.029,10.08,7.1,51.2,83.741,2.89,78.57,0.785
ALB,Asia,Albania,2020-10-07,39145,953,137.714,,0.0,4.286,1376.478,12.679,215.839,12.716,0.274,0.14,0.83,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,17.348,38.0,13.188,3.857,11803.431,,278.364,7.97,,51.2,83.741,0.5,64.83,0.498
AND,Europe,Andorra,2020-08-22,2811,104,253.143,937.0,38.0,1.429,226.562,13.477,5.613,23.685,0.114,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,104.871,38.0,13.188,1.337,11803.431,0.5,278.364,6.73,,51.2,37.746,1.9,76.88,0.498
AND,Asia,Afghanistan,2020-06-08,20,132,34.714,,6.0,5.0,978.798,8.323,175.134,1.028,,1.539,1.28,,,,,,,,,,,,,,,,,,,,,,,78.7,2877800,54.422,,13.188,,11803.431,0.5,278.364,6.73,7.1,51.2,83.741,0.5,64.83,0.754
AND,Europe,Afghanistan,2020-05-25,34595,29,718.0,111.0,1.0,4.714,675.96,1.901,3.079,18.701,0.347,3.773,1.24,,,,,,,,,,,,,,,,,,,,,,,71.3,2877800,104.871,29.1,2.581,3.857,1803.987,,278.364,6.73,,30.4,37.746,1.9,78.57,0.754
ALB,Asia,Afghanistan,2020-04-28,1,276,185.143,2154.0,9.0,6.714,0.023,0.0,51.974,27.332,0.068,0.011,1.21,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341,17.348,29.1,6.211,3.857,11803.431,,597.029,10.08,7.1,30.4,83.741,1.9,64.83,0.754
ALB,Europe,Andorra,2020-07-29,14410,112,180.429,416.0,3.0,15.143,693.119,0.0,43.436,23.443,0.026,0.149,0.92,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,104.871,18.6,6.211,,1803.987,,597.029,6.73,7.1,30.4,,1.9,64.83,0.498
ALB,Asia,Afghanistan,2020-02-29,9083,42,15.0,1736.0,11.0,11.0,1366.793,1.737,43.436,37.325,0.103,,1.42,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,54.422,38.0,6.211,8.643,1803.987,,278.364,9.59,,30.4,37.746,2.89,76.88,0.785
ALB,Asia,Afghanistan,2020-10-06,79110,545,419.286,2393.0,4.0,10.286,0.385,2.166,5.138,10.772,0.385,0.07,1.57,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,104.871,38.0,13.188,1.337,1803.987,0.5,597.029,9.59,7.1,30.4,83.741,0.5,64.83,0.754
DZA,Asia,Afghanistan,2020-02-29,53,73,26.143,1455.0,7.0,0.429,666.552,58.378,2.738,11.815,0.695,0.169,1.08,,,,,,,,,,,,,,,,,,,,,,,54.63,38928341,104.871,38.0,6.211,1.337,1803.987,1.1,304.195,10.08,,30.4,83.741,1.9,64.83,0.754
ALB,Africa,Afghanistan,2020-08-24,35279,50,6.714,767.0,4.0,1.429,318.299,19.497,6.231,62.211,0.257,0.081,0.99,,,,,,,,,,,,,,,,,,,,,,,75.93,2877800,104.871,29.1,13.188,8.643,1803.987,0.5,304.195,6.73,7.1,51.2,83.741,0.5,78.57,0.754
AFG,Europe,Afghanistan,2020-03-04,53584,14,106.714,74.0,,5.0,1140.748,4.014,1.556,40.318,0.456,1.241,0.78,,,,,,,,,,,,,,,,,,,,,,,60.19,43851043,54.422,18.6,13.188,8.643,1803.987,0.5,278.364,6.73,,51.2,83.741,0.5,76.88,0.785
AND,Europe,Afghanistan,2020-07-04,9134,495,58.571,86.0,10.0,3.571,1007.672,14.64,3.567,17.519,5.56,0.313,1.0,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,54.422,29.1,13.188,3.857,13913.839,0.5,597.029,9.59,7.1,,,1.9,64.83,0.785
AND,Asia,Afghanistan,2020-08-29,302,58,181.714,361.0,8.0,3.429,12.942,44.131,112.189,15.53,0.026,0.943,1.21,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,104.871,18.6,2.581,3.857,13913.839,0.5,278.364,10.08,,30.4,83.741,2.89,76.88,0.785
AND,Asia,Afghanistan,2020-06-04,518,93,204.286,463.0,2.0,7.714,1449.371,31.274,10.001,7.992,0.668,0.368,0.88,,,,,,,,,,,,,,,,,,,,,,,92.13,38928341,17.348,38.0,13.188,3.857,13913.839,0.5,597.029,9.59,0.7,,37.746,0.5,64.83,0.785
ALB,Asia,Andorra,2020-08-22,898,53,20.143,1247.0,6.0,3.429,6028.911,2.942,6.106,1.516,0.205,0.248,1.52,,,,,,,,,,,,,,,,,,,,,,,9.26,43851043,17.348,29.1,2.581,1.337,11803.431,1.1,278.364,6.73,29.0,,83.741,2.89,78.57,0.498
AND,Europe,Algeria,2020-07-25,38061,1005,46.714,1382.0,2.0,10.0,324.206,11.817,46.067,10.772,,0.459,1.08,,,,,,,,,,,,,,,,,,,,,,,62.96,43851043,104.871,38.0,13.188,1.337,1803.987,,278.364,6.73,0.7,51.2,83.741,2.89,64.83,0.498
ALB,Europe,Afghanistan,2020-12-02,12073,191,621.0,799.0,2.0,4.286,3420.669,23.282,24.969,19.112,0.026,0.218,,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,17.348,18.6,2.581,1.337,11803.431,1.1,278.364,9.59,0.7,51.2,,1.9,64.83,0.498
ALB,Asia,Afghanistan,2020-04-24,11504,13,734.429,515.0,8.0,14.429,598.374,5.838,173.793,1.644,0.525,0.208,0.83,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,54.422,38.0,2.581,1.337,1803.987,,597.029,6.73,29.0,51.2,,1.9,78.57,0.754
ALB,Europe,Andorra,2020-08-02,44146,10,236.571,32.0,0.0,6.0,944.633,6.191,60.81,43.721,1.042,2.78,0.71,,,,,,,,,,,,,,,,,,,,,,,67.59,43851043,54.422,18.6,6.211,8.643,1803.987,,278.364,9.59,0.7,51.2,83.741,1.9,78.57,0.498
ALB,Asia,Albania,2020-08-18,54141,187,534.286,258.0,3.0,7.857,259.629,2.723,4.567,447.217,0.16,0.496,0.77,,,,,,,,,,,,,,,,,,,,,,,60.19,38928341,54.422,18.6,6.211,8.643,11803.431,1.1,304.195,9.59,0.7,30.4,83.741,0.5,64.83,0.754
AND,Asia,Afghanistan,2020-08-07,37,55,205.286,,1.0,6.0,1364.173,3.519,7.637,9.966,0.274,0.182,1.15,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,54.422,38.0,2.581,8.643,11803.431,,597.029,6.73,,,,2.89,76.88,0.754
AND,Europe,Algeria,2020-05-12,3393,585,108.429,36.0,0.0,4.286,340.885,0.617,38.919,59.109,1.737,0.059,2.11,,,,,,,,,,,,,,,,,,,,,,,79.63,38928341,17.348,29.1,13.188,8.643,11803.431,1.1,278.364,6.73,7.1,,83.741,2.89,78.57,0.498
DZA,Europe,Albania,2020-12-30,795,527,290.857,,5.0,0.143,6552.922,0.051,3.346,12.497,0.114,0.345,0.77,,,,,,,,,,,,,,,,,,,,,,,81.48,38928341,104.871,29.1,6.211,1.337,1803.987,0.5,278.364,6.73,,51.2,83.741,2.89,76.88,0.754
DZA,Asia,Albania,2020-10-27,494,29,17.143,1726.0,4.0,4.571,1005.282,48.301,173.247,37.833,0.0,0.033,0.86,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,54.422,18.6,13.188,1.337,11803.431,1.1,278.364,9.59,0.7,,,1.9,64.83,0.754
AND,Europe,Algeria,2020-05-01,5227,279,92.429,443.0,11.0,3.429,526.418,6.203,5.461,9.035,0.539,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,75.0,38928341,17.348,29.1,2.581,1.337,1803.987,1.1,597.029,6.73,,30.4,37.746,1.9,76.88,0.498
ALB,Asia,Andorra,2020-08-16,92102,68,23.429,12.0,,1.857,795.23,23.238,16.8,59.109,0.114,0.248,1.01,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,54.422,38.0,13.188,8.643,13913.839,0.5,278.364,10.08,7.1,51.2,37.746,1.9,78.57,0.785
DZA,Asia,Andorra,2020-02-24,1212,811,54.0,968.0,1.0,0.286,1323.612,10.08,3.387,37.833,0.0,0.0,1.12,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,104.871,38.0,13.188,,1803.987,0.5,304.195,10.08,0.7,51.2,83.741,2.89,76.88,0.785
DZA,Asia,Afghanistan,2020-12-13,21462,607,136.429,1272.0,26.0,10.857,856.905,40.656,0.914,0.925,0.023,1.34,1.0,,,,,,,,,,,,,,,,,,,,,,,28.7,43851043,17.348,29.1,2.581,3.857,1803.987,1.1,278.364,9.59,,51.2,37.746,1.9,76.88,0.785
DZA,Asia,Afghanistan,2020-05-30,46364,410,42.857,1487.0,12.0,3.571,1188.934,2.03,0.851,12.382,0.128,0.011,1.0,,,,,,,,,,,,,,,,,,,,,,,25.0,43851043,17.348,,13.188,3.857,1803.987,1.1,304.195,10.08,7.1,30.4,37.746,1.9,76.88,0.754
DZA,Asia,Afghanistan,2021-01-12,40026,175,29.143,2329.0,1.0,9.429,500.513,6.217,2.084,39.663,0.046,0.163,,,,,,,,,,,,,,,,,,,,,,,,72.22,38928341,54.422,29.1,6.211,1.337,1803.987,,597.029,6.73,0.7,,83.741,1.9,76.88,0.785
ALB,Asia,Albania,2020-06-09,174,165,2.286,707.0,29.0,0.0,981.11,13.386,1.556,36.139,,0.066,0.89,,,,,,,,,,,,,,,,,,,,,,,89.81,43851043,17.348,18.6,2.581,3.857,13913.839,,278.364,10.08,7.1,30.4,83.741,0.5,76.88,0.785
ALB,Europe,Albania,2020-03-20,53207,1,27.571,2244.0,8.0,10.0,94.73,0.958,0.0,79.922,0.296,0.099,1.32,,,,,,,,,,,,,,,,,,,,,,,81.48,43851043,54.422,38.0,6.211,1.337,11803.431,0.5,597.029,6.73,7.1,,,0.5,78.57,0.754
ALB,Europe,Andorra,2020-10-21,32761,85,0.429,51.0,3.0,0.0,36.139,227.952,0.422,56.283,0.026,0.081,0.74,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,17.348,29.1,6.211,8.643,1803.987,0.5,278.364,10.08,7.1,51.2,,2.89,64.83,0.754
AND,Asia,Albania,2020-04-19,30,59,,150.0,4.0,8.857,834.665,1.574,15.861,12.223,0.0,0.993,0.89,,,,,,,,,,,,,,,,,,,,,,,38.89,43851043,104.871,29.1,2.581,3.857,11803.431,0.5,304.195,9.59,7.1,30.4,37.746,0.5,78.57,0.498
AND,Europe,Albania,2020-07-01,6151,469,168.0,1468.0,8.0,1.571,0.411,3.079,1.031,10.772,0.046,0.397,0.87,,,,,,,,,,,,,,,,,,,,,,,86.57,2877800,54.422,38.0,6.211,3.857,1803.987,1.1,278.364,10.08,0.7,51.2,83.741,1.9,76.88,0.498
ALB,Africa,Andorra,2020-10-17,8113,7,27.0,2067.0,13.0,2.429,4401.279,0.661,24.137,15.918,0.296,0.15,0.9,,,,,,,,,,,,,,,,,,,,,,,68.52,38928341,54.422,29.1,13.188,1.337,1803.987,1.1,304.195,6.73,,51.2,,2.89,64.83,0.785
ALB,Africa,Andorra,2020-06-13,37422,58,803.714,178.0,10.0,8.0,57.787,276.253,4.686,3.822,0.205,1.737,1.64,,,,,,,,,,,,,,,,,,,,,,,54.63,38928341,104.871,18.6,6.211,3.857,1803.987,0.5,597.029,9.59,0.7,51.2,,0.5,76.88,0.754
ALB,Asia,Andorra,2020-04-06,40768,801,140.714,1980.0,12.0,0.143,224.191,130.655,162.872,193.551,0.154,0.365,1.22,,,,,,,,,,,,,,,,,,,,,,,57.41,43851043,17.348,38.0,6.211,,11803.431,,304.195,10.08,0.7,,83.741,1.9,76.88,0.754
AND,Asia,Andorra,2020-08-01,88825,409,200.0,536.0,5.0,1.429,1851.997,5.906,101.169,11.467,0.251,0.244,0.92,,,,,,,,,,,,,,,,,,,,,,,,2877800,54.422,18.6,13.188,8.643,13913.839,1.1,278.364,6.73,7.1,30.4,83.741,0.5,78.57,0.785
ALB,Europe,Afghanistan,2020-04-14,17808,126,237.286,2492.0,3.0,3.571,334.978,101.466,253.517,65.328,0.0,4.766,0.74,,,,,,,,,,,,,,,,,,,,,,,65.74,38928341,54.422,18.6,6.211,3.857,13913.839,,278.364,9.59,,,,1.9,83.73,0.785
ALB,Europe,Andorra,2020-11-12,16879,210,169.857,2314.0,12.0,0.0,5292.585,0.051,6.434,37.145,0.347,0.0,1.25,,,,,,,,,,,,,,,,,,,,,,,57.41,2877800,104.871,18.6,2.581,8.643,11803.431,0.5,304.195,10.08,7.1,,83.741,1.9,76.88,0.785
ALB,Asia,Algeria,2020-03-02,40667,242,249.286,,9.0,10.571,911.752,23.01,266.225,38.096,2.085,2.78,0.62,,,,,,,,,,,,,,,,,,,,,,,,38928341,104.871,18.6,13.188,8.643,11803.431,,278.364,6.73,,30.4,,0.5,76.88,0.785
AND,Asia,Afghanistan,2020-03-28,88825,0,0.0,529.0,2.0,3.286,568.891,1.105,44.28,37.325,0.205,1.539,0.72,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,54.422,18.6,6.211,1.337,11803.431,0.5,597.029,6.73,0.7,51.2,37.746,1.9,64.83,0.498
AND,Asia,Albania,2020-08-22,37083,189,794.429,2082.0,2.0,2.429,5177.219,1.182,6.594,36.94,0.026,1.638,,,,,,,,,,,,,,,,,,,,,,,,89.81,38928341,17.348,38.0,2.581,3.857,11803.431,,304.195,6.73,7.1,30.4,83.741,2.89,78.57,0.785
ALB,Asia,Andorra,2020-08-14,21523,782,9.571,1424.0,8.0,2.0,910.725,9.418,14.162,41.983,0.0,0.326,0.76,,,,,,,,,,,,,,,,,,,,,,,65.74,38928341,17.348,18.6,6.211,1.337,13913.839,0.5,597.029,9.59,7.1,51.2,37.746,0.5,76.88,0.785
AFG,Europe,Andorra,2020-09-28,66635,441,23.429,1290.0,4.0,11.857,2.055,53.166,6.561,53.513,0.18,0.05,0.86,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,104.871,29.1,6.211,1.337,1803.987,,278.364,9.59,7.1,,37.746,1.9,78.57,0.754
DZA,Asia,Albania,2020-08-25,15955,753,9.714,2.0,36.0,9.286,1105.493,1.259,8.301,0.026,0.182,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,17.348,18.6,13.188,1.337,11803.431,,278.364,6.73,7.1,30.4,,2.89,78.57,0.754
AND,Asia,Afghanistan,2020-07-11,6629,77,639.0,1284.0,2.0,7.857,0.023,16.004,26.111,285.635,1.042,0.073,1.04,,,,,,,,,,,,,,,,,,,,,,,28.7,2877800,17.348,29.1,2.581,3.857,13913.839,,278.364,10.08,0.7,30.4,37.746,1.9,78.57,0.498
AFG,Africa,Albania,2020-04-07,3848,0,452.143,690.0,1.0,12.857,20.502,1.798,1.849,25.906,0.051,1.737,1.06,,,,,,,,,,,,,,,,,,,,,,,60.19,2877800,54.422,18.6,13.188,1.337,1803.987,,278.364,6.73,,,83.741,1.9,76.88,0.754
ALB,Europe,Andorra,2020-04-15,39096,177,371.857,364.0,9.0,6.857,20718.257,2.106,37.529,,0.0,0.41,1.15,,,,,,,,,,,,,,,,,,,,,,,71.3,43851043,104.871,18.6,2.581,8.643,13913.839,1.1,304.195,10.08,,,,0.5,76.88,0.785
ALB,Africa,Andorra,2020-10-03,3225,132,251.429,1914.0,4.0,6.0,51.721,6.454,4.3,,0.695,0.169,1.08,,,,,,,,,,,,,,,,,,,,,,,92.13,38928341,104.871,38.0,13.188,1.337,13913.839,1.1,278.364,10.08,,30.4,83.741,2.89,64.83,0.754
AND,Asia,Albania,2020-09-26,15070,121,35.429,475.0,12.0,1.0,5235.249,3.01,6.004,26.716,0.437,3.425,,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,104.871,29.1,13.188,1.337,13913.839,1.1,597.029,9.59,7.1,51.2,83.741,2.89,76.88,0.754
AND,Asia,Albania,2020-12-10,3906,835,171.429,2111.0,12.0,,12784.071,7.411,4.668,6.682,0.16,2.085,,,,,,,,,,,,,,,,,,,,,,,,65.74,38928341,104.871,18.6,13.188,3.857,1803.987,1.1,278.364,6.73,0.7,51.2,83.741,2.89,78.57,0.754
DZA,Asia,Albania,2020-07-15,38159,64,555.571,30.0,,21.571,3102.022,2.645,4.268,0.347,0.091,0.07,1.21,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,163.755,38.0,6.211,8.643,13913.839,1.1,304.195,9.59,,,37.746,0.5,76.88,0.498
DZA,Asia,Andorra,2020-07-23,803,318,968.571,3.0,9.0,8.0,6656.821,13.637,0.228,10.772,0.0,0.202,1.12,,,,,,,,,,,,,,,,,,,,,,,83.33,38928341,17.348,18.6,6.211,8.643,11803.431,0.5,278.364,10.08,7.1,51.2,,0.5,76.88,0.498
