date2,annee,semepi,zone_sante,report_viv,report_dc,nlle_viv,nlle_dc,investig_viv,investig_dc,valid_viv,valid_dc,preleves,swab,admis,obs,nouvelle_totale,total_alerte,total_investigues,valid_tot,prel-tot,province
2020-07-12,2020,36,Bossembélé,0.0,0.0,87,,58.0,0.0,9.0,0.0,1.0,0.0,4.0,"1cte, 2cm",47.0,44.0,15.0,16.0,5,Ouaka
2020-09-18,2020,27,Ombella-M'Poko,0.0,0.0,176,1.0,49.0,1.0,8.0,0.0,15.0,,1.0,données non désagrégés par zs,11.0,47.0,66.0,7.0,4,Ouaka
2020-09-02,2020,39,Ouaka,4.0,0.0,17,0.0,31.0,0.0,7.0,0.0,0.0,,1.0,hgr,161.0,30.0,5.0,19.0,0,Lobaye
2020-06-02,2020,31,Ouaka,0.0,0.0,90,0.0,30.0,0.0,6.0,0.0,0.0,,,,55.0,34.0,50.0,31.0,5,Lobaye
2020-06-11,2020,23,Bossembélé,0.0,2.0,1,2.0,49.0,0.0,66.0,0.0,3.0,,0.0,hgr,5.0,37.0,112.0,18.0,0,Lobaye
2020-08-20,2020,32,Damara,0.0,0.0,41,2.0,41.0,0.0,19.0,0.0,2.0,,0.0,"1cte, 2cm",38.0,161.0,119.0,18.0,17,Ouaka
2020-06-14,2020,29,Damara,0.0,0.0,473,0.0,48.0,3.0,5.0,0.0,12.0,,0.0,admis nd,44.0,0.0,73.0,13.0,3,Lobaye
2020-08-14,2020,27,Ombella-M'Poko,3.0,0.0,6,,41.0,1.0,15.0,0.0,2.0,,0.0,"1cte, 2cm",149.0,85.0,121.0,29.0,11,Ouaka
2020-08-31,2020,33,Bossembélé,71.0,0.0,133,0.0,7.0,1.0,21.0,0.0,11.0,,3.0,admis nd,0.0,104.0,154.0,54.0,6,Lobaye
2020-06-14,2020,27,Ouaka,12.0,,2,0.0,125.0,,7.0,1.0,1.0,,,,8.0,93.0,11.0,4.0,2,Lobaye
2020-06-27,2020,39,Ouham-Pendé,0.0,0.0,151,0.0,137.0,2.0,7.0,0.0,10.0,,1.0,hgr,84.0,35.0,43.0,4.0,3,Lobaye
2020-09-21,2020,26,Ombella-M'Poko,0.0,0.0,41,3.0,5.0,0.0,14.0,0.0,1.0,,1.0,hgr,27.0,122.0,28.0,50.0,3,Ouaka
2020-07-14,2020,34,Bambari,0.0,0.0,13,1.0,114.0,2.0,24.0,0.0,16.0,,1.0,"1cte, 2cm",57.0,47.0,6.0,,24,Ouaka
2020-09-14,2020,23,Bossembélé,9.0,0.0,31,0.0,109.0,1.0,8.0,0.0,32.0,,0.0,hgr,68.0,31.0,140.0,7.0,3,Lobaye
2020-09-11,2020,37,Ouham-Pendé,0.0,0.0,27,0.0,3.0,3.0,3.0,0.0,11.0,,2.0,données non désagrégés par zs ni par viv vs décès,92.0,47.0,116.0,1.0,1,Ouaka
2020-08-23,2020,36,Bambio,0.0,,32,1.0,32.0,0.0,7.0,2.0,10.0,,3.0,"1cte, 2cm",106.0,117.0,1.0,3.0,0,Lobaye
2020-06-08,2020,37,Ouaka,0.0,0.0,80,,85.0,0.0,0.0,0.0,7.0,,2.0,"2cte, 2com",2.0,211.0,3.0,35.0,5,Lobaye
2020-08-16,2020,29,Bambio,4.0,0.0,55,0.0,16.0,2.0,1.0,1.0,10.0,,,données non désagrégés par zs ni par viv vs décès,104.0,8.0,65.0,19.0,2,Ouaka
2020-09-25,2020,38,Bossembélé,0.0,0.0,0,0.0,264.0,0.0,51.0,2.0,81.0,,0.0,"2cte, 2com",0.0,14.0,39.0,22.0,0,Lobaye
2020-06-02,2020,33,Bossembélé,0.0,0.0,90,0.0,3.0,0.0,3.0,1.0,2.0,,0.0,données non désagrégés par zs,136.0,69.0,85.0,5.0,0,Ouaka
2020-06-17,2020,25,Bambio,0.0,0.0,150,0.0,56.0,0.0,17.0,1.0,11.0,,0.0,,64.0,39.0,213.0,9.0,0,Lobaye
2020-06-23,2020,28,Damara,17.0,0.0,42,2.0,50.0,1.0,7.0,0.0,15.0,2.0,0.0,admis nd,75.0,114.0,60.0,26.0,0,Lobaye
2020-06-26,2020,39,Yaloke,4.0,0.0,105,,3.0,0.0,7.0,0.0,6.0,,0.0,hgr,133.0,17.0,47.0,36.0,12,Lobaye
2020-06-16,2020,30,Bambari,,0.0,51,0.0,5.0,0.0,12.0,1.0,0.0,,0.0,"2cte, 2com",50.0,14.0,8.0,0.0,6,Lobaye
2020-08-12,2020,32,Ombella-M'Poko,0.0,0.0,10,2.0,77.0,1.0,6.0,0.0,0.0,2.0,3.0,admis nd,17.0,57.0,6.0,3.0,4,Ouaka
2020-08-17,2020,25,Ouham,0.0,0.0,71,1.0,27.0,0.0,6.0,1.0,21.0,,0.0,np,34.0,19.0,59.0,3.0,1,Ouaka
2020-08-05,2020,28,Bambio,3.0,0.0,33,1.0,1.0,0.0,41.0,3.0,0.0,,0.0,données non désagrégés par zs,207.0,9.0,35.0,1.0,3,Lobaye
2020-08-03,2020,31,Bossembélé,0.0,0.0,14,,1.0,2.0,38.0,0.0,5.0,,2.0,"1cte, 2cm",9.0,41.0,7.0,0.0,3,Ouaka
2020-07-18,2020,32,Bambio,0.0,0.0,1,1.0,122.0,0.0,7.0,1.0,18.0,0.0,21.0,données non désagrégés par zs,57.0,72.0,37.0,12.0,0,Ouaka
2020-09-27,2020,27,Yaloke,0.0,0.0,42,0.0,45.0,2.0,8.0,0.0,2.0,,,"2cte, 2com",45.0,68.0,41.0,13.0,2,Lobaye
2020-06-16,2020,34,Ouaka,49.0,0.0,44,,0.0,1.0,12.0,4.0,1.0,0.0,3.0,"2cte, 2com",47.0,7.0,64.0,3.0,9,Ouaka
2020-06-05,2020,26,Ouham-Pendé,0.0,3.0,33,3.0,44.0,1.0,4.0,1.0,4.0,,1.0,np,48.0,119.0,8.0,21.0,2,Lobaye
2020-08-31,2020,28,Ouham-Pendé,0.0,0.0,28,1.0,1.0,0.0,41.0,1.0,1.0,,0.0,,89.0,139.0,104.0,9.0,12,Lobaye
2020-08-05,2020,31,Bossembélé,0.0,0.0,34,0.0,34.0,0.0,7.0,1.0,0.0,0.0,0.0,hgr,9.0,61.0,6.0,11.0,8,Ouaka
2020-06-08,2020,30,Kaga-Bandoro,15.0,0.0,34,0.0,20.0,3.0,3.0,0.0,4.0,,0.0,données non désagrégés par zs ni par viv vs décès,56.0,19.0,17.0,0.0,2,Lobaye
2020-06-28,2020,40,Ombella-M'Poko,0.0,0.0,85,3.0,77.0,0.0,20.0,1.0,12.0,0.0,0.0,données non désagrégés par zs ni par viv vs décès,2.0,59.0,5.0,9.0,0,Lobaye
2020-07-16,2020,27,Bambio,0.0,0.0,0,0.0,22.0,1.0,10.0,8.0,0.0,,1.0,admis nd,29.0,70.0,10.0,7.0,0,Ouaka
2020-09-23,2020,38,Ouham-Pendé,2.0,0.0,56,2.0,9.0,1.0,8.0,0.0,9.0,,11.0,admis nd,77.0,16.0,199.0,2.0,5,Lobaye
2020-09-14,2020,30,Bossembélé,0.0,0.0,74,1.0,8.0,1.0,1.0,0.0,16.0,,0.0,données non désagrégés par zs,87.0,35.0,51.0,21.0,0,Lobaye
2020-06-08,2020,28,Damara,4.0,0.0,19,2.0,10.0,,24.0,2.0,6.0,,0.0,"2cte, 2com",54.0,22.0,33.0,37.0,7,Ouaka
2020-06-04,2020,38,Ouham-Pendé,1.0,0.0,183,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,données non désagrégés par zs ni par viv vs décès,11.0,27.0,22.0,22.0,15,Lobaye
2020-06-01,2020,28,Ouham-Pendé,24.0,0.0,77,0.0,96.0,0.0,6.0,0.0,7.0,,4.0,données non désagrégés par zs ni par viv vs décès,134.0,34.0,95.0,18.0,1,Ouaka
2020-07-10,2020,25,Ouaka,0.0,0.0,24,3.0,0.0,1.0,9.0,4.0,1.0,,1.0,admis nd,109.0,392.0,45.0,2.0,7,Lobaye
2020-07-11,2020,36,Damara,0.0,0.0,33,1.0,45.0,1.0,3.0,0.0,6.0,1.0,0.0,"1cte, 2cm",61.0,44.0,0.0,22.0,14,Lobaye
2020-06-13,2020,25,Bossembélé,0.0,0.0,85,0.0,12.0,4.0,15.0,1.0,1.0,,3.0,données non désagrégés par zs ni par viv vs décès,42.0,2.0,29.0,2.0,5,Ouaka
2020-06-02,2020,28,Bambio,0.0,0.0,44,0.0,123.0,0.0,5.0,3.0,0.0,,3.0,"1cte, 2cm",94.0,63.0,22.0,18.0,2,Ouaka
2020-08-01,2020,31,Ombella-M'Poko,0.0,0.0,0,5.0,58.0,0.0,5.0,4.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,29.0,3.0,30.0,23.0,2,Ouaka
2020-09-03,2020,39,Damara,0.0,0.0,28,0.0,26.0,0.0,41.0,0.0,3.0,0.0,0.0,"1cte, 2cm",76.0,1.0,35.0,108.0,21,Ouaka
2020-09-26,2020,26,Ouaka,19.0,0.0,7,,1.0,0.0,30.0,0.0,14.0,,0.0,hgr wangata,41.0,23.0,84.0,18.0,1,Ouaka
2020-07-23,2020,39,Bambari,0.0,0.0,76,0.0,10.0,0.0,22.0,1.0,2.0,,1.0,cte,76.0,58.0,55.0,3.0,4,Ouaka
2020-08-10,2020,31,Ombella-M'Poko,0.0,0.0,41,0.0,8.0,1.0,21.0,1.0,17.0,,6.0,"2cte, 2com",16.0,8.0,96.0,0.0,1,Lobaye
2020-06-11,2020,27,Ouham-Pendé,16.0,0.0,10,0.0,60.0,2.0,17.0,0.0,12.0,,0.0,données non désagrégés par zs ni par viv vs décès,35.0,112.0,24.0,30.0,9,Lobaye
2020-07-15,2020,39,Bambari,,0.0,4,1.0,1.0,0.0,0.0,0.0,2.0,,0.0,,110.0,119.0,28.0,3.0,8,Lobaye
2020-07-19,2020,35,Ouham-Pendé,0.0,0.0,35,1.0,69.0,1.0,5.0,1.0,1.0,,1.0,"1cte, 2cm",72.0,6.0,7.0,8.0,1,Lobaye
2020-06-25,2020,39,Bambari,0.0,0.0,108,0.0,8.0,1.0,4.0,0.0,42.0,0.0,0.0,données non désagrégés par zs ni par viv vs décès,106.0,71.0,41.0,4.0,0,Ouaka
2020-08-16,2020,35,Ombella-M'Poko,0.0,0.0,77,0.0,53.0,0.0,5.0,4.0,18.0,0.0,0.0,,33.0,55.0,26.0,5.0,1,Lobaye
2020-08-20,2020,26,Bambari,0.0,0.0,13,4.0,16.0,0.0,21.0,3.0,7.0,0.0,,"1cte, 2cm",96.0,179.0,56.0,14.0,1,Ouaka
2020-07-28,2020,30,Bossembélé,6.0,0.0,2,1.0,47.0,1.0,32.0,0.0,18.0,,2.0,"1cte, 2cm",3.0,81.0,198.0,11.0,0,Lobaye
2020-08-10,2020,27,Bambio,0.0,0.0,18,0.0,,1.0,8.0,1.0,1.0,,0.0,données non désagrégés par zs,79.0,72.0,46.0,22.0,9,Lobaye
2020-08-20,2020,34,Ouham,4.0,0.0,28,,29.0,0.0,22.0,1.0,5.0,,0.0,"1cte, 2cm",11.0,7.0,214.0,1.0,0,Ouaka
2020-08-07,2020,37,Bambari,0.0,0.0,120,2.0,6.0,0.0,8.0,2.0,12.0,,0.0,hgr,100.0,7.0,10.0,1.0,1,Ouaka
2020-06-29,2020,32,Ouaka,0.0,0.0,61,1.0,161.0,0.0,15.0,0.0,0.0,,4.0,données non désagrégés par zs ni par viv vs décès,32.0,31.0,136.0,11.0,10,Ouaka
2020-08-13,2020,26,Bambari,0.0,0.0,28,,123.0,1.0,21.0,0.0,21.0,,2.0,cte,45.0,30.0,22.0,61.0,13,Ouaka
2020-07-21,2020,33,Ouham,24.0,0.0,86,2.0,9.0,7.0,3.0,1.0,0.0,1.0,0.0,données non désagrégés par zs ni par viv vs décès,9.0,129.0,48.0,6.0,9,Ouaka
2020-07-09,2020,33,Ouham-Pendé,0.0,0.0,90,0.0,28.0,0.0,15.0,1.0,14.0,0.0,0.0,cte,13.0,116.0,9.0,6.0,3,Ouaka
2020-06-26,2020,30,Ouham-Pendé,25.0,0.0,1,0.0,32.0,1.0,42.0,0.0,7.0,,2.0,"2cte, 2com",32.0,113.0,62.0,36.0,1,Ouaka
2020-08-27,2020,39,Boguila,0.0,,51,1.0,69.0,1.0,1.0,0.0,0.0,,0.0,hgr wangata,31.0,27.0,10.0,13.0,22,Ouaka
2020-08-24,2020,33,Ouham-Pendé,0.0,0.0,36,1.0,24.0,0.0,25.0,0.0,,,4.0,cte,38.0,140.0,58.0,10.0,1,Lobaye
2020-08-24,2020,39,Bambio,0.0,0.0,55,2.0,82.0,1.0,0.0,2.0,1.0,,3.0,"2cte, 2com",11.0,50.0,2.0,32.0,1,Lobaye
2020-09-29,2020,38,Damara,12.0,0.0,15,0.0,7.0,1.0,18.0,0.0,15.0,,1.0,"2cte, 2com",39.0,96.0,12.0,1.0,2,Lobaye
2020-07-12,2020,35,Yaloke,3.0,0.0,59,0.0,53.0,0.0,6.0,3.0,1.0,,4.0,"1cte, 2cm",31.0,10.0,5.0,9.0,5,Lobaye
2020-06-25,2020,25,Damara,11.0,0.0,58,2.0,27.0,2.0,15.0,0.0,5.0,0.0,3.0,"1cte, 2cm",142.0,11.0,79.0,11.0,0,Ouaka
2020-09-07,2020,25,Bangui,16.0,0.0,43,2.0,16.0,0.0,18.0,1.0,8.0,,4.0,"1cte, 2cm",53.0,42.0,121.0,37.0,3,Ouaka
2020-09-11,2020,28,Vakaga,43.0,0.0,76,0.0,95.0,0.0,37.0,0.0,6.0,,0.0,données non désagrégés par zs ni par viv vs décès,73.0,109.0,58.0,16.0,0,Lobaye
2020-06-17,2020,36,Ombella-M'Poko,,0.0,83,,9.0,1.0,1.0,0.0,18.0,1.0,,admis nd,114.0,2.0,2.0,9.0,2,Ouaka
2020-06-21,2020,28,Boguila,0.0,0.0,117,0.0,151.0,0.0,64.0,1.0,5.0,0.0,0.0,"1cte, 2cm",4.0,308.0,17.0,0.0,6,Lobaye
2020-08-16,2020,32,Ouaka,0.0,0.0,85,,105.0,0.0,27.0,4.0,3.0,0.0,1.0,admis nd,97.0,61.0,,10.0,7,Ouaka
2020-06-03,2020,32,Ouaka,0.0,0.0,73,0.0,20.0,0.0,2.0,1.0,6.0,,7.0,admis nd,66.0,41.0,17.0,3.0,57,Lobaye
2020-09-22,2020,31,Ouham-Pendé,0.0,0.0,28,0.0,17.0,0.0,7.0,0.0,3.0,,3.0,hgr,179.0,99.0,93.0,13.0,6,Ouaka
2020-07-22,2020,27,Bambio,10.0,0.0,12,0.0,30.0,0.0,22.0,2.0,6.0,,1.0,np,17.0,124.0,109.0,2.0,2,Lobaye
2020-07-23,2020,39,Ouham,0.0,0.0,38,2.0,191.0,1.0,36.0,0.0,17.0,,0.0,"1cte, 2cm",112.0,133.0,108.0,7.0,5,Ouaka
2020-09-14,2020,28,Boguila,14.0,0.0,76,1.0,129.0,1.0,7.0,0.0,11.0,,0.0,données non désagrégés par zs,48.0,56.0,125.0,18.0,6,Lobaye
2020-07-30,2020,25,Bambari,15.0,0.0,3,0.0,10.0,0.0,1.0,1.0,2.0,,0.0,hgr,26.0,31.0,29.0,19.0,8,Ouaka
2020-09-26,2020,34,Ombella-M'Poko,0.0,0.0,36,0.0,77.0,0.0,11.0,3.0,7.0,,,np,1.0,1.0,112.0,0.0,5,Ouaka
2020-09-01,2020,26,Baboua,5.0,0.0,52,0.0,28.0,0.0,7.0,0.0,12.0,,0.0,"1cte, 2cm",60.0,86.0,63.0,6.0,0,Ouaka
2020-08-28,2020,39,Ouham-Pendé,0.0,0.0,63,,48.0,1.0,5.0,1.0,22.0,,6.0,np,12.0,15.0,109.0,4.0,1,Ouaka
2020-09-01,2020,27,Ombella-M'Poko,0.0,,19,0.0,149.0,2.0,6.0,4.0,0.0,,0.0,hgr wangata,172.0,19.0,90.0,2.0,3,Lobaye
2020-09-29,2020,30,Damara,11.0,0.0,1,1.0,80.0,0.0,16.0,1.0,12.0,,0.0,np,20.0,61.0,40.0,15.0,7,Lobaye
2020-07-18,2020,30,Bambari,0.0,0.0,45,0.0,36.0,2.0,8.0,1.0,2.0,,9.0,"1cte, 2cm",55.0,130.0,183.0,19.0,1,Lobaye
2020-09-07,2020,26,Ouham-Pendé,0.0,0.0,148,2.0,20.0,1.0,18.0,0.0,6.0,,0.0,données non désagrégés par zs,126.0,66.0,192.0,41.0,12,Lobaye
2020-07-24,2020,24,Ouaka,16.0,0.0,50,0.0,77.0,0.0,2.0,0.0,2.0,,15.0,données non désagrégés par zs,84.0,60.0,109.0,12.0,9,Lobaye
2020-09-28,2020,39,Ouaka,0.0,0.0,83,3.0,60.0,0.0,10.0,4.0,6.0,,1.0,"1cte, 2cm",57.0,38.0,263.0,40.0,0,Lobaye
2020-07-18,2020,36,Bambio,4.0,0.0,6,1.0,37.0,0.0,2.0,0.0,12.0,1.0,0.0,cte,32.0,424.0,38.0,10.0,4,Ouaka
2020-06-03,2020,35,Ouham-Pendé,0.0,0.0,3,1.0,101.0,1.0,2.0,1.0,11.0,,0.0,cte,178.0,83.0,2.0,19.0,0,Lobaye
2020-06-23,2020,30,Ouaka,0.0,0.0,4,2.0,2.0,1.0,7.0,0.0,15.0,0.0,0.0,cte,127.0,116.0,41.0,28.0,4,Ouaka
2020-09-10,2020,39,Ombella-M'Poko,0.0,0.0,95,0.0,344.0,,17.0,2.0,2.0,,0.0,"1cte, 2cm",120.0,96.0,62.0,9.0,2,Lobaye
2020-07-16,2020,30,Ombella-M'Poko,0.0,0.0,86,0.0,65.0,0.0,1.0,1.0,18.0,,0.0,cte,45.0,85.0,73.0,26.0,1,Lobaye
2020-09-22,2020,34,Vakaga,17.0,0.0,63,2.0,154.0,5.0,30.0,1.0,3.0,,0.0,"1cte, 2cm",19.0,45.0,94.0,11.0,4,Lobaye
2020-07-07,2020,24,Damara,0.0,0.0,58,1.0,45.0,,3.0,0.0,0.0,,0.0,admis nd,39.0,140.0,0.0,9.0,1,Lobaye
2020-09-26,2020,27,Bambio,0.0,0.0,127,1.0,9.0,0.0,0.0,4.0,13.0,,0.0,données non désagrégés par zs,5.0,308.0,30.0,35.0,0,Ouaka
2020-08-20,2020,26,Bambari,1.0,,28,,24.0,0.0,0.0,0.0,2.0,,0.0,données non désagrégés par zs,68.0,82.0,44.0,32.0,27,Ouaka
2020-06-12,2020,25,Bossembélé,0.0,0.0,64,1.0,34.0,4.0,1.0,1.0,6.0,0.0,,np,77.0,71.0,12.0,15.0,14,Lobaye
2020-09-03,2020,36,Ouaka,0.0,0.0,107,2.0,24.0,4.0,2.0,0.0,2.0,,0.0,données non désagrégés par zs ni par viv vs décès,61.0,9.0,86.0,0.0,0,Ouaka
2020-07-11,2020,36,Yaloke,0.0,0.0,158,1.0,119.0,4.0,25.0,0.0,4.0,,1.0,"2cte, 2com",52.0,3.0,49.0,30.0,5,Ouaka
2020-09-01,2020,33,Ombella-M'Poko,0.0,0.0,44,0.0,40.0,,15.0,0.0,27.0,,,données non désagrégés par zs,127.0,104.0,107.0,5.0,0,Ouaka
2020-07-26,2020,37,Ouham,5.0,0.0,76,0.0,125.0,0.0,14.0,1.0,2.0,,0.0,"2cte, 2com",1.0,1.0,77.0,6.0,4,Lobaye
2020-06-08,2020,31,Yaloke,0.0,0.0,54,0.0,12.0,1.0,4.0,1.0,6.0,,9.0,données non désagrégés par zs,1.0,86.0,7.0,13.0,5,Ouaka
2020-06-05,2020,40,Yaloke,0.0,,104,0.0,92.0,1.0,1.0,0.0,10.0,,0.0,données non désagrégés par zs,22.0,17.0,99.0,1.0,11,Ouaka
2020-07-28,2020,38,Kaga-Bandoro,6.0,0.0,30,,27.0,1.0,7.0,6.0,2.0,,3.0,hgr,54.0,5.0,3.0,10.0,1,Lobaye
2020-07-03,2020,38,Bambari,0.0,0.0,55,0.0,79.0,0.0,2.0,1.0,10.0,0.0,,données non désagrégés par zs,28.0,40.0,60.0,17.0,7,Lobaye
2020-07-28,2020,27,Bambari,0.0,0.0,1,,88.0,0.0,2.0,1.0,2.0,1.0,,cte,144.0,540.0,62.0,7.0,4,Lobaye
2020-09-19,2020,30,Yaloke,3.0,0.0,101,2.0,9.0,2.0,8.0,0.0,14.0,,0.0,"1cte, 2cm",82.0,57.0,83.0,4.0,11,Lobaye
2020-08-16,2020,39,Ombella-M'Poko,0.0,0.0,36,0.0,37.0,2.0,39.0,0.0,2.0,,0.0,données non désagrégés par zs,77.0,6.0,17.0,7.0,2,Ouaka
2020-09-22,2020,40,Kaga-Bandoro,0.0,0.0,30,2.0,83.0,0.0,9.0,0.0,0.0,1.0,0.0,cte,81.0,142.0,111.0,18.0,1,Ouaka
2020-07-16,2020,38,Ouham-Pendé,0.0,0.0,83,0.0,66.0,1.0,9.0,0.0,19.0,,0.0,"1cte, 2cm",24.0,60.0,80.0,12.0,9,Lobaye
2020-06-01,2020,32,Vakaga,11.0,0.0,83,0.0,92.0,3.0,1.0,0.0,1.0,,13.0,cte,82.0,7.0,80.0,15.0,5,Lobaye
2020-08-25,2020,26,Bambio,1.0,0.0,31,0.0,70.0,2.0,53.0,0.0,11.0,,0.0,admis nd,51.0,141.0,111.0,7.0,8,Lobaye
2020-09-08,2020,36,Bambari,0.0,0.0,63,0.0,33.0,1.0,78.0,1.0,9.0,,0.0,"2cte, 2com",2.0,74.0,54.0,23.0,2,Ouaka
2020-06-08,2020,35,Bossembélé,0.0,0.0,30,1.0,44.0,3.0,8.0,3.0,3.0,,0.0,cte,3.0,9.0,60.0,40.0,0,Ouaka
2020-08-18,2020,30,Bambio,12.0,0.0,115,0.0,6.0,0.0,3.0,0.0,10.0,,,cte,44.0,13.0,60.0,3.0,4,Ouaka
2020-07-10,2020,26,Bambio,0.0,0.0,34,0.0,1.0,0.0,35.0,0.0,5.0,1.0,0.0,admis nd,6.0,5.0,56.0,1.0,4,Lobaye
2020-09-08,2020,39,Ouham,0.0,,12,0.0,4.0,0.0,25.0,3.0,2.0,0.0,0.0,,55.0,49.0,41.0,0.0,18,Ouaka
2020-07-28,2020,38,Bambio,0.0,0.0,132,,90.0,0.0,1.0,2.0,1.0,,0.0,"1cte, 2cm",6.0,95.0,45.0,1.0,10,Lobaye
2020-08-26,2020,31,Ouham-Pendé,0.0,0.0,262,1.0,33.0,2.0,11.0,0.0,36.0,,0.0,"1cte, 2cm",54.0,12.0,68.0,7.0,2,Lobaye
2020-06-12,2020,36,Yaloke,0.0,0.0,32,1.0,49.0,0.0,3.0,4.0,7.0,,0.0,cte,50.0,105.0,1.0,17.0,4,Ouaka
2020-08-15,2020,38,Bangui,0.0,0.0,83,3.0,153.0,,55.0,1.0,14.0,0.0,2.0,données non désagrégés par zs ni par viv vs décès,0.0,133.0,15.0,1.0,0,Ouaka
2020-07-10,2020,26,Ouham-Pendé,8.0,0.0,45,0.0,46.0,,15.0,0.0,2.0,1.0,5.0,,70.0,167.0,73.0,7.0,5,Lobaye
2020-06-16,2020,29,Bossembélé,0.0,0.0,13,0.0,87.0,2.0,40.0,0.0,4.0,,0.0,"1cte, 2cm",,143.0,46.0,24.0,11,Ouaka
2020-09-08,2020,36,Damara,0.0,,127,1.0,45.0,3.0,0.0,1.0,14.0,,20.0,np,141.0,190.0,46.0,1.0,32,Lobaye
2020-09-08,2020,29,Boguila,0.0,0.0,22,0.0,153.0,0.0,38.0,0.0,1.0,,0.0,"2cte, 2com",147.0,162.0,43.0,39.0,5,Lobaye
2020-09-23,2020,29,Vakaga,3.0,0.0,15,4.0,128.0,1.0,11.0,1.0,1.0,,1.0,np,67.0,16.0,184.0,4.0,11,Ouaka
2020-06-28,2020,31,Ouham-Pendé,5.0,0.0,59,0.0,134.0,0.0,22.0,0.0,2.0,1.0,0.0,données non désagrégés par zs ni par viv vs décès,59.0,2.0,80.0,3.0,0,Ouaka
2020-08-14,2020,25,Damara,18.0,0.0,28,1.0,34.0,2.0,15.0,2.0,1.0,,0.0,"2cte, 2com",6.0,116.0,47.0,13.0,0,Ouaka
2020-09-05,2020,38,Bossembélé,0.0,0.0,42,3.0,1.0,6.0,22.0,1.0,4.0,,0.0,données non désagrégés par zs ni par viv vs décès,62.0,64.0,0.0,25.0,40,Ouaka
2020-08-29,2020,32,Ouham-Pendé,0.0,0.0,77,2.0,88.0,0.0,19.0,1.0,3.0,1.0,0.0,données non désagrégés par zs,70.0,39.0,78.0,8.0,0,Lobaye
2020-09-19,2020,38,Bambari,5.0,0.0,93,0.0,55.0,0.0,24.0,2.0,6.0,,,données non désagrégés par zs,135.0,229.0,104.0,34.0,1,Ouaka
2020-08-30,2020,35,Ouaka,14.0,,34,0.0,264.0,0.0,33.0,2.0,8.0,,0.0,"1cte, 2cm",10.0,7.0,118.0,5.0,29,Lobaye
2020-07-03,2020,33,Bambari,482.0,0.0,49,0.0,112.0,,12.0,1.0,14.0,,0.0,"2cte, 2com",83.0,69.0,4.0,7.0,1,Lobaye
2020-09-28,2020,25,Ombella-M'Poko,0.0,0.0,27,0.0,74.0,0.0,6.0,3.0,5.0,,0.0,"2cte, 2com",22.0,5.0,57.0,3.0,7,Lobaye
2020-07-31,2020,38,Bambio,0.0,0.0,63,0.0,58.0,0.0,4.0,1.0,0.0,0.0,2.0,admis nd,361.0,6.0,109.0,11.0,4,Ouaka
2020-08-28,2020,34,Ouham-Pendé,0.0,0.0,10,1.0,57.0,1.0,18.0,2.0,14.0,,,"2cte, 2com",75.0,31.0,24.0,4.0,9,Lobaye
2020-06-17,2020,36,Vakaga,1.0,0.0,473,0.0,26.0,,1.0,0.0,11.0,,0.0,"1cte, 2cm",29.0,34.0,5.0,2.0,4,Ouaka
2020-07-11,2020,30,Yaloke,10.0,0.0,21,,42.0,2.0,10.0,2.0,6.0,3.0,,hgr,33.0,44.0,126.0,1.0,5,Lobaye
2020-07-24,2020,29,Bambio,30.0,0.0,33,0.0,7.0,3.0,8.0,0.0,5.0,,8.0,données non désagrégés par zs ni par viv vs décès,61.0,88.0,90.0,29.0,3,Lobaye
2020-07-28,2020,32,Yaloke,0.0,0.0,47,3.0,68.0,0.0,2.0,0.0,3.0,0.0,,données non désagrégés par zs ni par viv vs décès,45.0,12.0,9.0,6.0,4,Lobaye
2020-09-14,2020,38,Ouham-Pendé,0.0,0.0,123,1.0,0.0,0.0,23.0,3.0,,,0.0,"1cte, 2cm",60.0,34.0,63.0,4.0,14,Ouaka
2020-06-13,2020,25,Damara,0.0,0.0,21,0.0,7.0,0.0,15.0,0.0,0.0,,0.0,cte,30.0,43.0,40.0,2.0,7,Ouaka
2020-07-12,2020,39,Damara,5.0,0.0,24,0.0,104.0,2.0,7.0,0.0,21.0,,,données non désagrégés par zs ni par viv vs décès,51.0,195.0,0.0,7.0,1,Ouaka
2020-08-26,2020,39,Ouham-Pendé,0.0,0.0,3,0.0,38.0,0.0,7.0,0.0,5.0,,0.0,hgr,15.0,14.0,33.0,3.0,5,Ouaka
2020-08-23,2020,31,Bossembélé,12.0,0.0,204,2.0,40.0,2.0,54.0,0.0,29.0,0.0,0.0,"1cte, 2cm",30.0,97.0,116.0,7.0,1,Lobaye
2020-08-31,2020,37,Ouaka,44.0,0.0,70,,41.0,0.0,22.0,0.0,10.0,0.0,0.0,admis nd,34.0,101.0,124.0,51.0,0,Ouaka
2020-09-11,2020,36,Damara,10.0,0.0,126,2.0,74.0,1.0,16.0,1.0,0.0,,1.0,admis nd,42.0,31.0,69.0,21.0,4,Lobaye
2020-08-30,2020,38,Yaloke,9.0,0.0,15,4.0,3.0,1.0,9.0,0.0,12.0,,0.0,hgr,25.0,7.0,88.0,41.0,4,Ouaka
2020-06-28,2020,38,Damara,0.0,0.0,45,0.0,45.0,0.0,19.0,1.0,5.0,,14.0,données non désagrégés par zs ni par viv vs décès,93.0,37.0,59.0,17.0,0,Ouaka
