ZdS,date,sem_epi,zone_sante,aire_sante,report_viv,report_dc,nlle_viv,nlle_deces,investig_viv,investig_dc,investig_en cours_viv,investig_en cours_dc,non investig_viv,non investig_dc,valid_viv,valid_dc,acheminee_CTE,acheminee_FOSA,acheminee_en_cours,acheminee_refus,AchemineesCTE=vivants valides,total_prelev,ATTENTE_prele,REFUS_prelev,prelev=vivant valide,EDS,swabbe,REFUS_EDS,REFUS_swab,EDS=deces valides,Swab=deces valides,PoE,FOSA,Comm,recu_contact,CTE,Sources=alertes,connu_vivant,connu_deces,nouvelle_totale,total_alerte_viv,total_alerte_deces,total_alerte,total_investigues,valid_tot,%prelev,%invest,%valid
LILANGA-BOBANGI,12/06/2020,28,Zémio,Nola,0.0,0.0,11.0,0.0,2.0,0.0,13,,,,2.0,0.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,32.0,,,,Erreur,,,18,6,0,57,70,24,0.0,,0.216216216
LOTUMBE,04/06/2020,30,Mbaiki,Nola,37.0,,20.0,1.0,130.0,1.0,14,1,,,4.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,83.0,,,0.0,Erreur,,,59,1,1,49,41,20,0.0,1.0,0.5
WANGATA,12/07/2020,28,Berberati,Nola,7.0,0.0,94.0,7.0,109.0,0.0,17,O,,,0.0,0.0,2.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,23.0,,0.0,,Erreur,,,4,42,1,0,0,2,,,1.0
LILANGA-BOBANGI,18/06/2020,33,Basse-Kotto,Nola,0.0,0.0,0.0,2.0,0.0,1.0,,,,,6.0,1.0,0.0,,0.0,,OK,,,,OK,,,,,Erreur,Erreur,,8.0,0.0,,,Erreur,,,0,2,0,131,109,0,,0.753424658,0.095238095
BIKORO,18/06/2020,27,Ouham,Nola,0.0,0.0,52.0,0.0,0.0,1.0,6,1,,,0.0,,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,,0.0,0.0,Erreur,,,0,0,3,23,0,0,0.0,0.880530973,0.31547619
DJOMBO,10/08/2020,31,Bozoum,Nola,0.0,0.0,63.0,1.0,,2.0,,O,,,8.0,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,19.0,,,0.0,OK,,,2,40,0,3,0,2,0.0,0.778947368,0.313043478
MONIEKA,21/07/2020,38,Mbaiki,Nola,30.0,0.0,135.0,0.0,109.0,0.0,48,0,,,0.0,1.0,0.0,,1.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,16.0,0.0,,,OK,,,27,1,0,16,4,11,0.0,,0.291666667
LOTUMBE,18/08/2020,38,Berberati,Nola,0.0,0.0,3.0,0.0,,0.0,20,1,,,0.0,0.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,OK,0.0,,2.0,,0.0,OK,,,106,52,1,16,119,0,0.0,0.872340426,0.4
BIKORO,10/07/2020,27,Ombella-M'Poko,Nola,0.0,2.0,23.0,2.0,0.0,3.0,17,2,,,0.0,0.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,25.0,,,,Erreur,,,0,61,0,1,5,0,0.0,,0.253731343
IREBU,23/09/2020,35,Zémio,Nola,27.0,0.0,3.0,2.0,0.0,1.0,11,2,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,26.0,,,0.0,Erreur,,,84,90,0,3,0,0,0.0,0.7,0.875
IREBU,07/07/2020,27,Bozoum,Nola,2.0,0.0,187.0,2.0,0.0,0.0,3,1,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,0.0,0.0,,0.0,OK,,,10,11,0,25,0,0,0.0,0.875,0.260869565
,31/08/2020,30,Baoro,Nola,0.0,0.0,179.0,1.0,68.0,2.0,11,,,,2.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,2.0,31.0,,0.0,Erreur,,,22,45,0,2,155,26,,0.888888889,0.236220472
LOTUMBE,25/06/2020,38,Ouham,Nola,0.0,0.0,17.0,1.0,12.0,0.0,10,1,,,10.0,6.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,0.0,,,Erreur,Erreur,4.0,0.0,,,,Erreur,,,0,0,0,2,11,21,0.0,1.0,0.262626263
BOLENGE,12/06/2020,34,Zémio,Nola,0.0,0.0,212.0,0.0,8.0,1.0,24,,,,4.0,0.0,0.0,,0.0,1.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,1.0,0.0,6.0,,,OK,,,89,133,0,0,0,7,,1.0,
BOLENGE,17/09/2020,34,Bozoum,Nola,0.0,0.0,7.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,26.0,,,0.0,OK,,,0,150,0,0,39,11,0.0,0.974358974,
DJOMBO,02/08/2020,27,Baoro,Nola,0.0,0.0,30.0,2.0,23.0,1.0,1,1,,,14.0,0.0,,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,31.0,,5.0,,Erreur,,,62,69,0,31,72,19,0.0,1.0,0.5
IREBU,28/08/2020,30,Zémio,Nola,0.0,0.0,0.0,4.0,0.0,4.0,26,1,,,0.0,2.0,0.0,,0.0,0.0,Erreur,2.0,,,OK,,,,,Erreur,OK,,34.0,31.0,,,Erreur,,,9,0,1,32,25,1,0.0,,0.209302326
,04/08/2020,36,Mbaiki,Nola,105.0,0.0,78.0,0.0,0.0,0.0,13,1,,,2.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,46.0,0.0,,,Erreur,,,67,61,0,84,107,0,,,1.0
BOLENGE,17/09/2020,35,Ouham,Nola,0.0,0.0,1.0,0.0,28.0,0.0,48,,,,53.0,1.0,5.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,0.0,23.0,8.0,,0.0,Erreur,,,0,48,0,172,57,34,,1.0,0.363636364
BOLOMBA,04/07/2020,33,Ouham,Nola,0.0,0.0,30.0,0.0,0.0,1.0,10,O,,,20.0,9.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,16.0,,,,Erreur,,,0,84,0,106,17,0,,,0.24
DJOMBO,09/06/2020,37,Ouham,Nola,0.0,0.0,0.0,1.0,76.0,0.0,20,1,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,69.0,,,0.0,Erreur,,,5,58,0,105,0,0,0.0,0.333333333,
BIKORO,17/06/2020,29,Ombella-M'Poko,Nola,10.0,0.0,45.0,0.0,,0.0,,1,,,0.0,0.0,,,0.0,0.0,OK,,,,OK,,,,,OK,Erreur,0.0,0.0,0.0,,,Erreur,,,0,65,0,6,2,44,0.0,1.0,0.359550562
LOTUMBE,15/07/2020,34,Basse-Kotto,Nola,0.0,0.0,110.0,2.0,0.0,0.0,O,1,,,17.0,0.0,0.0,,11.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,,,0.0,,Erreur,,,0,48,1,13,13,0,,0.887755102,0.548387097
BIKORO,24/06/2020,27,Bozoum,Nola,37.0,,36.0,1.0,0.0,0.0,9,O,,,14.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,,26.0,,,Erreur,,,52,6,1,33,105,5,0.0,0.753424658,
BOLENGE,18/07/2020,32,Basse-Kotto,Nola,0.0,0.0,68.0,0.0,111.0,0.0,17,O,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,,0.0,1.0,,0.0,Erreur,,,0,67,0,5,4,0,0.0,,0.48
BIKORO,15/08/2020,36,Ouham,Nola,0.0,0.0,19.0,2.0,72.0,0.0,3,,,,9.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,3.0,,,Erreur,,,83,21,0,0,0,42,0.0,0.839506173,0.142857143
BOMONGO,07/09/2020,26,Baoro,Nola,0.0,,69.0,0.0,166.0,,9,O,,,55.0,6.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,OK,0.0,58.0,1.0,,0.0,OK,,,0,108,0,16,87,0,0.0,0.615384615,
MBANDAKA,21/09/2020,27,Baoro,Nola,5.0,0.0,2.0,2.0,34.0,,1,O,,,3.0,2.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,45.0,11.0,,,OK,,,108,128,0,0,0,14,0.0,0.176470588,1.0
BOMONGO,06/07/2020,37,Ouham,Nola,0.0,0.0,115.0,,49.0,0.0,10,0,,,21.0,0.0,11.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,,,,Erreur,,,19,93,3,94,87,6,0.0,,0.133333333
IREBU,11/09/2020,36,Zémio,Nola,0.0,0.0,360.0,0.0,18.0,0.0,11,O,,,1.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,5.0,1.0,,,Erreur,,,263,1,0,11,105,0,0.0,1.0,0.933333333
LOTUMBE,03/09/2020,38,Zémio,Nola,15.0,0.0,11.0,2.0,33.0,0.0,26,,,,,0.0,3.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,,16.0,,,0.0,Erreur,,,2,134,2,361,16,0,0.0,0.837398374,1.0
MONIEKA,12/07/2020,36,Ouham,Nola,,0.0,1.0,6.0,,2.0,9,,,,2.0,0.0,4.0,,7.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,71.0,0.0,,0.0,OK,,,2,0,0,0,112,0,0.0,1.0,0.157142857
BOLENGE,10/06/2020,26,Mbaiki,Nola,0.0,0.0,1.0,0.0,4.0,0.0,1,O,,,22.0,0.0,0.0,,0.0,9.0,Erreur,,,,Erreur,,,,,OK,OK,,12.0,0.0,,,Erreur,,,88,0,0,46,4,0,0.0,0.661971831,0.24
LUKOLELA,04/06/2020,33,Bozoum,Nola,0.0,0.0,32.0,2.0,90.0,1.0,0,O,,,0.0,1.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,22.0,10.0,,,Erreur,,,76,97,0,169,140,14,0.0,,0.326923077
LILANGA-BOBANGI,03/07/2020,26,Ouham,Nola,6.0,0.0,30.0,0.0,9.0,0.0,9,O,,,18.0,0.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,34.0,13.0,,,Erreur,,,55,31,0,6,155,16,,,0.090909091
MBANDAKA,11/06/2020,27,Ouham,Nola,17.0,0.0,12.0,0.0,0.0,1.0,13,,,,3.0,3.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,,0.0,,,0.0,Erreur,,,2,0,0,0,56,16,0.0,0.872340426,0.724137931
BOLENGE,12/09/2020,31,Berberati,Nola,0.0,0.0,79.0,2.0,39.0,0.0,9,,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,3.0,,,Erreur,,,127,160,0,0,12,11,0.0,0.838461538,0.116883117
BOLENGE,17/09/2020,37,Ndélé,Nola,1.0,0.0,104.0,0.0,39.0,0.0,9,,,,38.0,1.0,0.0,,0.0,0.0,OK,0.0,,,OK,,,,,Erreur,OK,0.0,142.0,1.0,,,Erreur,,,60,0,1,19,0,19,,0.945454545,0.272727273
MBANDAKA,07/06/2020,32,Mbaiki,Nola,0.0,0.0,28.0,1.0,3.0,,21,1,,,0.0,3.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,0.0,,0.0,Erreur,,,50,131,0,132,86,25,0.0,0.5,0.075
MBANDAKA,10/08/2020,39,Berberati,Nola,,0.0,0.0,0.0,74.0,3.0,3,1,,,0.0,0.0,0.0,,0.0,0.0,OK,,,,Erreur,,,,,OK,OK,0.0,,0.0,,0.0,OK,,,0,4,0,103,62,39,,,
,04/08/2020,35,Berberati,Nola,0.0,,0.0,3.0,95.0,0.0,24,0,,,18.0,1.0,3.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,23.0,,,,Erreur,,,0,4,1,31,100,19,0.0,1.0,
LOTUMBE,27/06/2020,37,Mbaiki,Nola,4.0,0.0,11.0,3.0,49.0,1.0,17,O,,,1.0,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,,,,,Erreur,,,39,8,0,0,49,8,0.0,,
MONIEKA,29/07/2020,25,Bambari,Nola,0.0,0.0,12.0,2.0,56.0,,3,,,,1.0,4.0,,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,0.0,0.0,91.0,,0.0,Erreur,,,174,178,2,15,46,38,0.0,1.0,0.067567568
,06/08/2020,24,Mbaiki,Nola,0.0,0.0,,4.0,31.0,0.0,9,1,,,22.0,0.0,0.0,,0.0,0.0,OK,0.0,,,OK,,,,,OK,Erreur,0.0,,,,0.0,Erreur,,,71,28,0,96,33,4,,1.0,0.52173913
MONIEKA,25/07/2020,24,Ndélé,Nola,18.0,0.0,28.0,,29.0,3.0,26,O,,,5.0,0.0,,,0.0,0.0,OK,6.0,,,OK,,,,,Erreur,OK,,13.0,,,0.0,Erreur,,,265,103,0,5,104,2,0.0,1.0,0.25
BIKORO,25/07/2020,34,Mbaiki,Nola,0.0,0.0,0.0,5.0,35.0,0.0,11,1,,,15.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,0.0,0.0,12.0,,0.0,OK,,,204,8,0,70,79,7,0.0,1.0,0.125
MONIEKA,21/09/2020,38,Baoro,Nola,0.0,0.0,22.0,1.0,0.0,0.0,1,1,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,,8.0,,0.0,OK,,,0,44,1,104,70,0,0.0,0.5,
IREBU,18/06/2020,29,Ombella-M'Poko,Nola,0.0,0.0,45.0,0.0,0.0,0.0,26,,,,22.0,0.0,4.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,0.0,,,Erreur,,,0,44,0,109,3,16,0.0,1.0,0.426470588
MAKANZA,12/08/2020,31,Berberati,Nola,,0.0,0.0,0.0,0.0,1.0,10,,,,8.0,0.0,,,0.0,,Erreur,,,,OK,,1.0,,,OK,Erreur,,45.0,11.0,,,Erreur,,,66,125,2,35,84,2,0.0,,0.090909091
MBANDAKA,15/07/2020,31,Zémio,Nola,54.0,0.0,64.0,0.0,103.0,0.0,8,,,,1.0,0.0,0.0,,7.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,,0.0,0.0,Erreur,,,37,0,3,15,2,13,,,
LILANGA-BOBANGI,22/06/2020,32,Bozoum,Nola,0.0,0.0,3.0,0.0,29.0,0.0,10,O,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,0.0,59.0,,,OK,,,0,35,0,361,49,67,1.0,1.0,0.375
LOLANGA-MAMPOKO,18/06/2020,35,Mbaiki,Nola,0.0,,1.0,,85.0,0.0,48,O,,,1.0,0.0,0.0,,0.0,,OK,,,8.0,OK,,,,,Erreur,OK,0.0,,38.0,,0.0,OK,,,0,0,0,97,0,6,0.0,0.34751773,0.886363636
LOLANGA-MAMPOKO,24/07/2020,30,Zémio,Nola,0.0,,0.0,,0.0,,9,,,,,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,0.0,6.0,,0.0,Erreur,,,2,44,1,70,0,15,0.0,0.909836066,0.363636364
LUKOLELA,09/06/2020,35,Ndélé,Nola,0.0,0.0,3.0,2.0,1.0,2.0,1,,,,,0.0,0.0,,0.0,,Erreur,,,,OK,,,,,OK,Erreur,0.0,47.0,,,0.0,Erreur,,,87,9,0,21,0,1,0.0,1.0,0.43902439
LOLANGA-MAMPOKO,03/07/2020,28,Bozoum,Nola,,0.0,82.0,0.0,9.0,0.0,13,,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,2.0,56.0,43.0,0.0,,Erreur,,,0,18,0,0,61,7,0.0,0.576271186,1.0
BOLOMBA,13/07/2020,29,Ouham,Nola,1.0,0.0,98.0,1.0,0.0,0.0,2,1,,,9.0,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,2.0,,,,Erreur,,,65,8,1,215,0,0,,1.0,
LILANGA-BOBANGI,08/07/2020,31,Ouham,Nola,0.0,0.0,7.0,0.0,12.0,0.0,11,2,,,0.0,1.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,47.0,0.0,,0.0,OK,,,0,423,2,9,0,34,0.0,0.977443609,
MBANDAKA,26/07/2020,33,Zémio,Nola,0.0,0.0,73.0,0.0,81.0,1.0,0,0,,,11.0,0.0,3.0,,7.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,1.0,32.0,,,0.0,Erreur,,,47,0,0,2,30,0,0.0625,1.0,
MONIEKA,22/06/2020,28,Ouham,Nola,1.0,0.0,14.0,0.0,0.0,0.0,1,2,,,40.0,1.0,0.0,,0.0,0.0,OK,,,,OK,,,,0.0,Erreur,OK,,,,,0.0,OK,,,48,33,2,17,110,15,0.0,0.928571429,0.176470588
BOLENGE,23/08/2020,32,Baoro,Nola,0.0,0.0,24.0,0.0,52.0,1.0,10,,,,3.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,,51.0,,0.0,Erreur,,,91,105,0,13,65,2,0.0,0.960784314,0.933333333
MBANDAKA,18/07/2020,36,Bozoum,Nola,0.0,0.0,0.0,0.0,1.0,0.0,6,1,,,8.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,46.0,0.0,,,OK,,,115,2,0,223,0,1,,1.0,
WANGATA,12/09/2020,27,Bozoum,Nola,5.0,0.0,101.0,0.0,14.0,,10,,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,0.0,0.0,,,OK,,,73,0,0,0,78,2,,1.0,0.147540984
LOLANGA-MAMPOKO,10/08/2020,30,Mbaiki,Nola,,3.0,63.0,3.0,21.0,0.0,14,,,,0.0,1.0,0.0,,0.0,0.0,OK,,,,OK,,0.0,,,Erreur,OK,0.0,47.0,0.0,,,OK,,,4,105,1,36,1,0,0.0,1.0,0.194915254
INGENDE,04/08/2020,38,Baoro,Nola,0.0,,44.0,0.0,153.0,0.0,0,2,,,35.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,,,,,Erreur,,,10,6,0,42,6,24,0.0,0.984251969,
MONIEKA,15/07/2020,26,Ouham,Nola,0.0,0.0,12.0,0.0,,1.0,21,2,,,30.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,0.0,,,,Erreur,,,177,0,2,1,7,15,0.0,0.935251799,0.028571429
IREBU,11/07/2020,38,Bozoum,Nola,0.0,0.0,55.0,0.0,83.0,1.0,48,1,,,6.0,1.0,0.0,,,0.0,Erreur,,,,OK,,3.0,,,OK,Erreur,,60.0,9.0,,,Erreur,,,77,2,2,15,0,0,0.782608696,1.0,
LOLANGA-MAMPOKO,15/06/2020,25,Mbaiki,Nola,0.0,0.0,45.0,1.0,,4.0,9,,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,,3.0,,0.0,OK,,,104,114,2,1,0,1,0.0,1.0,0.029411765
LOTUMBE,23/07/2020,23,Baoro,Nola,0.0,0.0,105.0,0.0,114.0,0.0,0,O,,,15.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,1.0,,,OK,OK,,,31.0,,0.0,OK,,,29,0,1,392,6,0,0.0,0.918604651,
LILANGA-BOBANGI,20/08/2020,28,Bozoum,Nola,0.0,0.0,11.0,1.0,3.0,0.0,3,1,,,7.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,33.0,2.0,,0.0,Erreur,,,13,221,0,81,0,11,,,0.053191489
MONIEKA,08/07/2020,39,Basse-Kotto,Nola,0.0,0.0,7.0,0.0,0.0,1.0,,1,,,24.0,0.0,0.0,,0.0,0.0,Erreur,2.0,,,OK,,,,,Erreur,OK,,31.0,,0.0,0.0,Erreur,,,0,206,0,166,6,0,0.0,,0.08411215
BOMONGO,10/07/2020,39,Zémio,Nola,0.0,,88.0,3.0,49.0,0.0,48,,,,35.0,0.0,3.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,,,,,Erreur,,,46,78,0,131,2,11,0.0,,1.0
BOLENGE,28/06/2020,25,Ombella-M'Poko,Nola,0.0,0.0,1.0,1.0,107.0,0.0,1,,,,25.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,68.0,5.0,,0.0,Erreur,,,0,105,0,6,10,1,0.0,1.0,0.333333333
BIKORO,28/07/2020,28,Bozoum,Nola,0.0,0.0,69.0,0.0,,0.0,0,1,,,19.0,0.0,0.0,,0.0,0.0,OK,,,,Erreur,,,,,Erreur,Erreur,0.0,39.0,35.0,,0.0,Erreur,,,63,102,0,35,0,5,0.0,0.96969697,
,03/08/2020,34,Bozoum,Nola,,0.0,0.0,0.0,9.0,1.0,,,,,5.0,1.0,9.0,,0.0,0.0,OK,,,,OK,,,,,Erreur,Erreur,4.0,134.0,,,0.0,Erreur,,,11,21,1,49,41,0,0.5,1.0,
MBANDAKA,19/08/2020,27,Berberati,Nola,0.0,0.0,2.0,1.0,78.0,4.0,,,,,23.0,0.0,0.0,,4.0,0.0,Erreur,,,,OK,,0.0,,,Erreur,OK,0.0,23.0,,,,Erreur,,,0,45,1,0,34,0,0.0,0.384615385,1.0
NTONDO,29/07/2020,38,Baoro,Nola,0.0,0.0,34.0,1.0,45.0,2.0,24,,,,0.0,0.0,26.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,48.0,0.0,,0.0,Erreur,,,1,10,1,0,39,16,0.0,1.0,0.6
MAKANZA,08/09/2020,26,Ouham,Nola,,,24.0,0.0,77.0,1.0,11,1,,,3.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,0.0,0.0,,,Erreur,,,85,10,0,37,72,10,0.0,1.0,0.363636364
BOLOMBA,18/08/2020,28,Ouham,Nola,0.0,0.0,65.0,2.0,101.0,0.0,1,O,,,16.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,49.0,5.0,,,Erreur,,,80,8,0,11,131,8,0.0,0.176470588,0.293333333
MAKANZA,16/08/2020,36,Ndélé,Nola,0.0,0.0,92.0,2.0,72.0,0.0,6,,,,19.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,22.0,,,0.0,Erreur,,,130,0,0,92,15,16,0.0,1.0,0.413793103
INGENDE,26/07/2020,33,Damara,Nola,1.0,0.0,32.0,0.0,191.0,2.0,,,,,4.0,1.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,,,,,,OK,,,2,74,1,25,16,0,,0.769230769,
LOLANGA-MAMPOKO,02/08/2020,31,Ouham,Nola,,0.0,0.0,0.0,0.0,0.0,0,1,,,4.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,,,,,0.0,Erreur,,,47,22,0,392,179,2,0.0,0.644736842,0.777777778
LILANGA-BOBANGI,22/08/2020,34,Ombella-M'Poko,Nola,50.0,,,0.0,0.0,1.0,9,1,,,7.0,1.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,OK,,0.0,48.0,,0.0,Erreur,,,18,16,0,2,123,0,0.0,1.0,0.377358491
WANGATA,21/09/2020,32,Ouham,Nola,0.0,0.0,0.0,0.0,0.0,1.0,0,,,,10.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,17.0,,,1.0,Erreur,,,130,116,0,6,39,42,0.0,0.968085106,0.337662338
LOTUMBE,30/06/2020,31,Ouham,Nola,0.0,0.0,16.0,0.0,0.0,0.0,28,,,,0.0,1.0,0.0,,0.0,9.0,Erreur,,,,OK,,,,,Erreur,Erreur,,74.0,,,,OK,,,15,0,0,57,5,0,,1.0,1.0
MONIEKA,29/07/2020,29,Berberati,Nola,3.0,0.0,39.0,5.0,68.0,2.0,14,,,,,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,1.0,,,2.0,Erreur,,,36,2,0,86,105,3,0.333333333,,0.036363636
BOMONGO,08/06/2020,33,Baoro,Nola,0.0,0.0,49.0,2.0,70.0,0.0,24,O,,,0.0,1.0,,,3.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,,,,OK,,,11,1,7,18,0,0,0.0,,0.602150538
LOTUMBE,05/07/2020,29,Ouham,Nola,0.0,0.0,34.0,0.0,41.0,1.0,15,O,,,6.0,1.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,0.0,,,0.0,,Erreur,,,114,0,0,4,0,2,0.0,0.796296296,1.0
IREBU,18/07/2020,29,Baoro,Nola,4.0,0.0,0.0,0.0,2.0,0.0,15,,,,13.0,4.0,0.0,,0.0,,OK,,,,OK,,1.0,,,Erreur,Erreur,1.0,138.0,20.0,,0.0,OK,,,37,175,0,27,0,2,0.0,1.0,
BOLENGE,12/08/2020,30,Mbaiki,Nola,0.0,0.0,17.0,2.0,29.0,0.0,48,,,,,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,57.0,,0.0,Erreur,,,0,61,2,33,0,0,,,0.6
BIKORO,25/08/2020,38,Mbaiki,Nola,0.0,0.0,2.0,0.0,1.0,0.0,26,O,,,5.0,,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,0.0,25.0,,,Erreur,,,24,0,0,23,10,9,0.0,1.0,
MAKANZA,26/08/2020,35,Baoro,Nola,5.0,0.0,74.0,1.0,7.0,1.0,1,0,,,56.0,2.0,0.0,,0.0,1.0,Erreur,,,,OK,,,,,Erreur,Erreur,,17.0,0.0,,,Erreur,,,3,30,1,18,52,19,,0.75,0.642857143
IREBU,05/06/2020,24,Bozoum,Nola,0.0,0.0,0.0,2.0,0.0,0.0,6,1,,,12.0,2.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,3.0,OK,Erreur,0.0,82.0,0.0,,,OK,,,38,19,0,13,0,2,,,1.0
MAKANZA,05/08/2020,31,Bozoum,Nola,0.0,0.0,2.0,1.0,15.0,1.0,14,O,,,3.0,0.0,8.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,,,,0.0,Erreur,,,0,56,2,79,8,8,,1.0,0.363636364
LOLANGA-MAMPOKO,02/07/2020,29,Ouham,Nola,3.0,,39.0,0.0,0.0,0.0,2,1,,,1.0,0.0,0.0,,,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,,,,1.0,OK,,,81,1,4,0,126,19,0.266666667,,0.35106383
BOLOMBA,11/09/2020,35,Zémio,Nola,0.0,1.0,17.0,0.0,6.0,0.0,2,O,,,12.0,1.0,0.0,,1.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,0.0,115.0,,0.0,OK,,,0,79,0,82,2,7,,0.954022989,0.185185185
IREBU,08/06/2020,37,Baoro,Nola,0.0,0.0,65.0,2.0,99.0,1.0,21,,,,0.0,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,52.0,,,0.0,Erreur,,,11,0,0,0,239,41,,,0.448979592
